,twitts,sentiment
2032,@Request_Line @BarbPask @BullsandBeavers @tufani @SfArtNews @ronniebiccard @TopicTurtle thx 4 the great comments &amp; staying in touch! ,1
2033,@rulesaremyenemy That is some scary stuff going on over there. ,0
2034,is tired after being up with my daughter all night with sickess and fever  Lots of coffee today...,0
2035,@TuneSpace Ok thanks very much !!! I'll tel them as soon as I can .. kisses  ,1
2036,@alexischarlotte HEY! are you coming today?  carpool with dee ,1
2037,I'm tired! My buddy Chiken slept over and I did go to sleep til 1. Had so much fun with friends yesterday! ,1
2038,Just bumped into two friends at a kinokuniya. Haven't seen them for over a year since poly graduation. ,1
2039,"@griffmiester dare you to create a SilkCharm wikipedia page... nah, it'll just get us both in deep doo-doos ",0
2040,"@radarxcrave haha not to me, (: watching tokiohoteltv makes you relize how bad you want to meet them  &lt;3",0
2041,"@x5315 Thanks for the reply! It would be cool to save it in an account. I use like 5 different computers  Killer app, though.",0
2042,Exam is in an hour: I'll have hours to complete it!  I'm scared,0
2043,"8 hours till I can go home, 24 hours till I can go to bed. Bloody hospital appointments ",0
2044,@TH3_OPERATIVE @wolfeflow @justcallmemac I think @porchdragon @varuka and @fallapart are in the same spyring and ganging up on me ,0
2045,My legs are so pricklie they look like chayotes lol so sexy ,1
2046,@effperiod how many tattoos do you have? I could barely stand my little one. ,0
2047,@JosephDexter Naw man  I've been slackin yo. HOWEVER Bilal will be out here in August...I'm super juiced! Come!,0
2048,@angelpoisonx all that matters is that you may get to see them again... I may never see mine ,0
2049,"long weekend.....huh, no parties, no booze, no dinners, no outings..its just another week going to end ",0
2050,@gemmak500 no loud music then if you are driving..oh on second thoughts that might even drive the headache away ,1
2051,I dont want to be here! Oceana tries to numb the pain.. ,0
2052,Last Late Late with Pat Kenny! Bless ,0
2053,"home today, gig with Hope. summer soon ",1
2054,@Jaaamerz it's better on the computer ,1
2055,Just finished up the greece level of tomb raider anniversary. Time for bed. After a cigarette. ,1
2056,@babybx iPod!?? iPhone ftw!!!  in winter the 4G will come.,1
2057,@CaroTheNyx lol i dont  drool you do. Im awake far too early on the weekend ,0
2058,currently listening to ratu lebah by ran . coooll* ,1
2059,"Right... getting up now, I've been lazy this morning and the chickens can just lump it... wine making today ",1
2060,i rly want to win the jonas contest ugh im so nerves ive never won anything before  and id like that electric guitar to practice with my,0
2061,passed up my assignment late  there goes 10%...,0
2062,@carolyngalvante &amp; Neil's home too so we can come by ,1
2063,@RachellNikole  lol   around twitter land ,1
2064,meetin up with joshua later ,1
2065,i think im in love ,1
2066,@jezhunt Cafe Nero's coffee's miles better...only a minute or two from that other place ,1
2067,@Spinelli666 The libtards know who they are   #p2 #tcot,1
2068,"still watching the office, I really want call of duty on my computer! am not keen for this long weekend. ",0
2069,How do they expect you to vote if the page will not load ,0
2070,"#followfriday @HorneyMedia @Ladyannafoster @doggsy Follow the Metro Radio team, they're all fantastic... especially Doggsy, funny guy!  ",1
2071,"@ladylovewell  *hugs* i'm not exactly strong, but, uh. i tried?",0
2072,@geekachu iPhone tell him LOL  Only messing - glad to help  http://bit.ly/18fKMM,1
2073,I preferred MySQL's SQL to Oracle's SQL. Will it die soon? ,0
2074,@alessiaguarnera ..u can't believe that im eating more kebab than pastas in this period ,1
2075,@KlingongBane haha thankyou very much ,1
2076,@HeatherAndrea No promises on staying outta trouble! ... You do the same! ,1
2077,@GourmetKickz I never got sneakerplay. I know that's a invite thing. ,0
2078,"Sushi Wasabigasms galore were had Sat. night, in the presence of a beautiful woman. I wonder if love for fish was on my 'list'. It is now ",1
2079,Kids just made me fathers day brunch. Bottle of whiskey too! Cant face that after last night ,0
2080,The WWDC09's week is so busy for me but if you want meet for a beer you have just to say hello. ,1
2081,@jordanknight good morning jord!!! im up showered and ready for the day....are you showered yet? brush yo teeth? have a good one!! ,1
2082,@tommcfly good for you for being the sensible one lol. It sucks you're leaving  we'll miss you,0
2083,FW: From: 9102317637 Msg: I hate waiting ,1
2084,AI == massive fail at this rate ,0
2085,@sudnlypsychotic  I loved your Paranoid cover! It's so cool ! You ARE talented! PLEASE PLEASE tell me when the tutorial is up ! ,1
2086,@officialnjonas i wanna but i'm so far from ,0
2087,"having &quot;Soap&amp;Glory - The Fab Pore&quot; on my face  curious, curious",1
2088,blind people can't see. ,0
2089,can anyone access virtualbox.org? ,0
2090,im up jus talk'n 2 thee boyfriend..wit his sexy self ahahhaah i luv dat man!!!! kant wait til he kum's out here 2 see mme ,1
2091,"Amazing stuff, check it out  http://bit.ly/vnpct",1
2092,@lnina oh no! I hope you get better soon!  is it the flu???,0
2093,@caricuppcake yay!  glad to hear he still likes it.  ,1
2094,Whenever Asia comes on the radio i think of Dean Winchester.  Happy place.  ,1
2095,I feel lonely! noone is following me  not much to follow though!,0
2096,@mohandas1968 Hi Uncle.. good to see you in twitter ,1
2097,no no! no frowney face...... BACK TO SCHOOL!!!!!!!!!!!!!! ,1
2098,"@m_dson nare , england  &amp; you ? ",1
2099,MAAAF.....i know im not a good girl.. ,0
2100,Aww @bajangrl64 sucks to be you ,0
2101,@GinoandFran it's Happy Backstreet Boys day (US time)!!  16 years *grins*  anticipate more and more great music from the boys ,1
2102,"Just got back from exploring the neighborhood. Started POURING out of nowhere and I had no umbrella  As @yourfriendjenn would say, 'NG!'",0
2103,@Djb31793  I know and that's what is driving me fucking insane!!!!!,0
2104,@CarissaNichole because I clearly lost ,0
2105,I have a shooting pain from my elbow to my fingers... It kindof hurts... ,0
2106,@babygirlparis http://twitpic.com/4rm5r - so so sweett   u 2 are the best couple ,1
2107,1:11 ...make a wish ,1
2108,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day ,0
2109,@mnphysicist midnight baking is the best ,1
2110,my head hurts ,0
2111,bed time ,1
2112,last night in london  enjoying at night out in paris aka SHOPPINGGG! &lt;3333 ~*~*~love and kisses~*~*~,0
2113,"hates Live being down, at least I have Broken Steel to support me. I miss World at War ",0
2114,Nite people! Early get up and go in the morning!  ,0
2115,@ilovepublicity I heard ,1
2116,"3xGoogle on site in my profile: Google customized search across 80+ Danish news sites, Google analytics &amp; Google AdSense. Go Google Go ",1
2117,@gseater don't you think he should give me a shout out too? it don't have to be on PPP ,0
2118,"The thought of working when the sun is shining and it is 26 degrees out is so awful  At least I get some money, even though its not a lot",0
2119,I made $65 tonight just in tips. Over the past two days I have made over $115. ,1
2120,"@jengow815: You aren't even married yet.... you can't use that last name, dork ",1
2121,"(music) But this journey, it was worth the fight to be with you  http://plurk.com/p/uidzy",1
2122,"@nickjonas hey nick, i just watch tv and the news said you'll quit from music. Oh please don't nick ",0
2123,@amberlycollins Who's that stud?? ,1
2124,@Chrissyisms Good morning ,1
2125,Can't believe I pulled a muscle on the 2nd sit up this morning. 128 in debit now ,0
2126,@nanceattack Congrats to your cousin! ,1
2127,Pulp Fiction soundtrack. ,1
2128,"@Wengles Why?! Why?! WHY? LOL, Ok, so you were fired from HFFM but why go to Habbox?  Has Harlz gone too?",0
2129,Goodnight   8 o'clock game tomorrow.,1
2130,@tsukino_aiko @dawnab33 It just happened ,1
2131,I'm at work on Sunday morning ,1
2132,Jealousy makes u into a different person ... I freakin hate being this way  gotta suck it up I guess,0
2133,"@bedwards09 oh well that's just lovely, because I meant the iPod on my iPhone... Not cheap! ",0
2134,"Damn, look who is up early again for no good reason  Is it time for the farmers market yet?",0
2135,"Cooking microwave pizzas, yummy ",1
2136,@AnnHeart good night ,1
2137,Rainy.......weekends over  ........I think I have a bad case of the Mondays......,0
2138,"@yeemalee But you bought the CD at Wal Mart.. You go to the library to get it fixed? Well, i hope it gets fixed ",0
2139,wants more friends from germany ,0
2140,"@SandraLopulalan Yes, so true. And it seems that whenever I forget this and start pushing it about, life reminds me ",1
2141,i always thought it was thursday todayy.. blahh its friday! which means in 2 days school starts again. ,0
2142,"@Tittch Drink up thee zyder, eh? Allergic to pig? I forgot... but sadly it means we must remain forever *distant*, doesn't it?!  LOL",0
2143,Girl kiSs me through the phone ,1
2144,Rain = no running on the beach ,0
2145,"@Queith Noches Queith, que descanses! ",1
2146,Hates the cereal at the end of the box ,0
2147,SHE LEFT ME..  I HATE HER.. ,0
2148,"I got so much tanner this weekend. Gotta love being eye-talian. Goodbye, Casper ",1
2149,twitter translated a hard rock radio ogg stream into a stupid ping.fm tiny url ,0
2150,can't wait for Danny's CD to come out. ,1
2151,@Feuza thanks for helping us get to 1000 on our FB fan page for julescafe!  ,1
2152,@knocknock yea...we would eat at the earliest 8:30 haha. I got used to that  lunch would be at 2,0
2153,TOMORROW IS THE BIG FUN DAYYY WOOO ,1
2154,@richcirminello We just got back from shooting. I'm going to have to wait till tomorrow to start editing. ,0
2155,"@Snappsgirl89 wait?!?!?! darn, I thought this counted as productive ",0
2156,Such a long day!!! So much fun though  tomorrow will be just as much.,1
2157,@carlycat i am glad you enjoyed. call me when you re-wake up  ,1
2158,Has a silly car ,0
2159,"Wow... WD Caviar 640GB AACS is definitely one of the coolest and most silent harddrive I've ever had!! oh, btw 640GB = 610478 megabytes  ",0
2160,@mcflyharry hey harry .. i just CANT find your hoody at ebay ,0
2161,just went out to dinner with anna and her parents we had a totall blast and were flicking food with our chopsticks ,1
2162,@rebeccaxxo thx!! I made it. LOL ,1
2163,Just played Madden for the first time in over a year... It was a staple of my college career only 3 yrs ago ,1
2164,Got my blood drawn. Im at school now but this shit sucks ,0
2165,@devon_says  awesome. U have to show me.,1
2166,@song_in_heart ,0
2167,"power down for a second. computer re-starting followed by screaming &quot;oh, no... the file has not been saved&quot; ",1
2168,@clairetaveira   THANK YOU DEAR agora eu viciei em oh boy  HUSHDUSAH,0
2169,"Up with contraction action, can't sleep  hoping to get back to sleep before I get hungry.",0
2170,Going to see Drag Me To Hell! I'm scared!!  lol,0
2171,left my parents to man my garage sale while I work. Hope they sell it all.  People are so cheap.,1
2172,@ddecandia hehe! ,1
2173,@aaapost it has to do with peter. long story.  i will explain it all i promise. miss you lady,1
2174,@MissQueen2u that baby better be sleep ,1
2175,omg! my stomach hurts so badly! i hope Lauren didnt give me what she had! ,0
2176,"1. Kaskade - 4am (adam k &amp; soha remix), 2. Dakota - Johnny The Fox, 3. Mr.Pit vs. A&amp;B - Shana Can't Sleep. 3 Tracks I dropped at Motion. ",1
2177,lovey dovey ,1
2178,@CaroTheNyx Im sorry ,0
2179,Re: Drew's Sub. No bike....  View: http://bit.ly/IK0Oy  by Krash,0
2180,"@jasnich Isn't it!  I hope it made u smile too, it worked for me ",1
2181,@smiley92 oh i'm sry  but why not? do u have to register 1st? wat do u think of the shirts?,0
2182,"@JaySynn07 I have never even been there ,,, ",0
2183,@Arcanine You fail  You named her in the end!,0
2184,is watching Phineas and Ferb with the family... It is soooo funny! ,1
2185,@kikidc OOoOoooOoo! I don't think I've ever had a funnel cake before! But we had icky biscuits and gravy for brunch... ,0
2186,@MarindaLiza it was definitely interesting ,1
2187,Ugh. Another Monday ,0
2188,"Tonight I wonder if Yahoo! realizes when they send those FATHER DAY reminders out, what about us who don't have a dad anymore? ",0
2189,"if at first you don't get what you want, keep trying....or think of another avenue first - me ",1
